"ID","nomArch","coteArch","dateEntree","nature","modeEntree","servProd","typeProd","activiteProd","descContenu","natureSupport","mlEntree","nbreArt","dateYear"
141,"Archives municipales d'Avignon","823W","05/04/2005","Archives publiques","Versement",NA,NA,"Voirie circulation","68 articles d'arrêtés du bureau de la règlementation.","Support papier","6,8",68,"2005"
142,"Archives municipales d'Avignon","66Z","12/04/2005","Archives privées","Don",NA,NA,"Fonds Françoise Baux (Les Baumelles)","Archives comptables et familiales d'un domaine privé.","Support papier","2",74,"2005"
143,"Archives municipales d'Avignon","824W","13/04/2005","Archives publiques","Versement",NA,NA,"Aménagement urbain","42 articles de procès-verbaux (1985-1999)","Support papier","4,2",42,"2005"
144,"Archives municipales d'Avignon","822W","23/02/2005","Archives publiques","Versement",NA,NA,"Aménagement urbain","5 articles de certificats d'urbanisme (1997 et 2000).","Support papier","1",5,"2005"
145,"Archives municipales d'Avignon","829W","27/05/2005","Archives publiques","Versement",NA,NA,"Hygiène","82 articles de dossiers de plaintes (1994-1999)","Support papier","8,2",82,"2005"
146,"Archives municipales d'Avignon","832W","08/07/2005","Archives publiques","Versement",NA,NA,"Affaires générales et militaires","11 cartons de plis d'huissiers (2004-2005) pour élimination.","Support papier","6",11,"2005"
147,"Archives municipales d'Avignon","THEM420","04/07/2005","Archives publiques","Versement",NA,NA,"Cabinet Michel Chirinian","8 tomes de revue de presse du 58ème Festival d'Avignon (2004)","Support électronique","0,5",8,"2005"
148,"Archives municipales d'Avignon","Fi","13/07/2005","Archives publiques","Versement",NA,NA,"Musée Calvet","Photographies NB d'oeuvres du musée (tableaux, sculptures, ferronnerie, objets d'art...)","Support papier","1",24,"2005"
149,"Archives municipales d'Avignon","831W","08/08/2005","Archives publiques","Versement",NA,NA,"Hygiène","27 articles concernant le fonctionnement du service.","Support électronique","2,7",27,"2005"
150,"Archives municipales d'Avignon","833W","08/08/2005","Archives publiques","Versement",NA,NA,"Hygiène","23 articles éliminables du 831W","Support papier","2,3",23,"2005"
151,"Archives municipales d'Avignon","837W","10/09/2005","Archives publiques","Versement",NA,NA,"Secrétariat général","6 registres officiels de délibérations 1997-1998","Support papier","1",6,"2005"
152,"Archives municipales d'Avignon","838W","22/10/2005","Archives publiques","Versement",NA,NA,"Personnel-carrières","14 boites de CAP, CTP, chronos du service","Support électronique","1,8",14,"2005"
153,"Archives municipales d'Avignon","825W","13/06/2005","Archives publiques","Versement",NA,NA,"Personnel-gestion","Dossiers individuels, accidents de service et bulletins de salaire","Support papier","21",209,"2005"
154,"Archives municipales d'Avignon","826W","13/06/2005","Archives publiques","Versement",NA,NA,"Personnel-gestion","26 boites d'éléments variables de paie pour pilon","Support papier","2,6",26,"2005"
155,"Archives municipales d'Avignon","830W","13/06/2005","Archives publiques","Versement",NA,NA,"Commande publique","121 articles de candidatures et offres non retenues","Support papier","12,5",121,"2005"
156,"Archives municipales d'Avignon","827W","09/05/2005","Archives publiques","Versement",NA,NA,"Protocole","28 articles : vins d'honneur, cérémonies etc...","Support papier","2,8",28,"2005"
157,"Archives municipales d'Avignon","828W","09/05/2005","Archives publiques","Versement",NA,NA,"Protocole","4 articles éliminables.","Support papier","0,4",4,"2005"
158,"Archives municipales d'Avignon","834W","26/09/2005","Archives publiques","Versement",NA,NA,"Voirie travaux neufs","15 articles travaux voirie","Support papier","1,5",15,"2005"
159,"Archives municipales d'Avignon","842W","25/10/2005","Archives publiques","Versement",NA,NA,"Personnel-carrières","Articles éliminables du 838W","Support électronique","1,2",8,"2005"
160,"Archives municipales d'Avignon","839W","19/10/2005","Archives publiques","Versement",NA,NA,"Voirie circulation","40 articles d'arrêtés temporaires de voirie","Support papier","4",40,"2005"
161,"Archives municipales d'Avignon","840W","08/11/2005","Archives publiques","Versement",NA,NA,"Centre de vacances et de loisirs","40 articles de dossiers d'inscriptions dans les centres de loisirs (éliminables à la source).","Support papier","4",40,"2005"
162,"Archives municipales d'Avignon","843W","08/11/2005","Archives publiques","Versement",NA,NA,"Direction générale","17 articles concernant les dossiers suivis par Jean-Louis CROS","Support papier","1,7",17,"2005"
163,"Archives municipales d'Avignon","109Fi","09/11/2005","Archives privées","Don",NA,NA,"Fonds Branche (oeuvres)","Peintures et dessins (1920-1929","Support papier","0,5",100,"2005"
164,"Archives municipales d'Avignon","67Z","09/11/2005","Archives privées","Don",NA,NA,"Fonds Branche (archives)","Archives familiales et professionnelles de Pierre Branche, joaillier à Avignon.","Support papier","1",10,"2005"
165,"Archives municipales d'Avignon","Fi","25/11/2005","Archives privées","Don",NA,NA,"Oeuvre d'art : Peinture d'André Rodet",NA,"Support papier","0,05",1,"2005"
166,"Archives municipales d'Avignon","835W","29/12/2005","Archives publiques","Versement",NA,NA,"Contentieux","18 articles d'affaires contentieuses","Support papier","1,8",18,"2005"
167,"Archives municipales d'Avignon","841W","28/11/2005","Archives publiques","Versement",NA,NA,"Personnel-gestion","299 dossiers individuels de personnel non titulaire (2001-2003) et 18 boites d'éléments variables de paie (2003)","Support papier","5,3",53,"2005"
168,"Archives municipales d'Avignon","64Fi","05/12/2005","Archives privées","Achat",NA,NA,"10 photographies de Jaydie Putterman","10 tirages noir et blanc avec fichiers numériques de jaydie Putterman portant sur les inondations du 26 novembre 2002","Support papier","0,05",10,"2005"
169,"Archives municipales d'Avignon","2Fi97-99","12/12/2005","Archives privées","Achat",NA,NA,"Gravures de Charles Mazelin","Trois gravures de Charles Mazelin de petit format et représentant : une vue générale d'Avignon, les remparts d'Avignon, le beffroi de l'hôtel de ville.","Support papier","0,05",3,"2005"
170,"Archives municipales d'Avignon","836W","28/12/2005","Archives publiques","Versement",NA,NA,"Archives municipales","Dossiers de fonctionnement","Support papier","3",12,"2005"
171,"Archives municipales d'Avignon","849W","11/01/2006","Archives publiques","Versement",NA,NA,"Voirie circulation","27 articles d'arrêtés temporaires de voirie 2004.","Support papier","2,7",27,"2006"
172,"Archives municipales d'Avignon","850W","13/01/2006","Archives publiques","Versement",NA,NA,"Direction administrative des services techniques","Commissions de sécurité + 4 registres.","Support papier","1,1",11,"2006"
173,"Archives municipales d'Avignon","851W","11/01/2006","Archives publiques","Versement",NA,NA,"Voirie circulation","40 articles d'arrêtés temporaires de voirie 2004.","Support papier","4",40,"2006"
174,"Archives municipales d'Avignon","848W","07/12/2005","Archives publiques","Versement",NA,NA,"Foncier","48 articles de DIA","Support papier","5",48,"2005"
175,"Archives municipales d'Avignon","852W","20/01/2006","Archives publiques","Versement",NA,NA,"Direction générale des services techniques","8 articles de dossiers suivis par le directeur","Support papier","0,9",8,"2006"
176,"Archives municipales d'Avignon","854W","31/01/2006","Archives publiques","Versement",NA,NA,"Etat-civil","346 articles naissances (854W) ; Mariages (855W) ; Décès (856W)","Support papier","37",55,"2006"
177,"Archives municipales d'Avignon","858W","09/02/2006","Archives privées","Versement",NA,NA,"Enseignement","276 articles des restaurants scolaires, du service enseignement.","Support papier","4,5",44,"2006"
178,"Archives municipales d'Avignon","860W","08/02/2006","Archives publiques","Versement",NA,NA,"Secrétariat général","25 articles de factures, listes d'enregistement du courrier, de décisions et de conventions.","Support papier","2,5",25,"2006"
179,"Archives municipales d'Avignon","862W","13/02/2006","Archives publiques","Versement",NA,NA,"Contentieux","14 articles de chronos et registres courriers (1994-2005)","Support papier","1,4",14,"2006"
180,"Archives municipales d'Avignon","865W","01/03/2006","Archives publiques","Versement",NA,NA,"Aménagement urbain","46 articles de DT, PC et PD de l'année 2001","Support papier","0",46,"2006"
181,"Archives municipales d'Avignon","864W","15/03/2006","Archives publiques","Versement",NA,NA,"Hygiène","27 articles de dossiers de plaintes et de correspondance.","Support papier","2,7",27,"2006"
182,"Archives municipales d'Avignon","867W","15/03/2006","Archives publiques","Versement",NA,NA,"Affaires générales et militaires","48 articles et registres","Support mixte","7,5",48,"2006"
183,"Archives municipales d'Avignon","869W","18/04/2006","Archives publiques","Versement",NA,NA,"Commande publique","98 articles de candidatures et offres non retenues (2005)","Support papier","20",98,"2006"
184,"Archives municipales d'Avignon","7Fi81-84","21/03/2006","Archives privées","Don",NA,NA,"Photographies","Visite au palais des papes et au Théâtre d'Orange (1948).","Support papier","0,01",4,"2006"
185,"Archives municipales d'Avignon","68Z","22/03/2006","Archives privées","Versement",NA,NA,"Fondation Calvet","Cinq liasses sur les biens de la fondation à Avignon et Cavaillon (immeubles et terres).","Support papier","0,5",5,"2006"
186,"Archives municipales d'Avignon","11Fi135","17/03/2006","Archives privées","Achat",NA,NA,"Photographie de Jean-Baptiste Michel","Portrait de groupe : Paul Saïn, Bourges, Guilbert d'Annelle, Pellegrin et le photographe.","Support papier","0,01",1,"2006"
187,"Archives municipales d'Avignon","870W","24/04/2006","Archives publiques","Versement",NA,NA,"Mairie intra-muros","44 articles","Support papier","4,5",44,"2006"
188,"Archives municipales d'Avignon","871W","25/04/2006","Archives publiques","Versement",NA,NA,"Secrétariat général","30  dossiers de séances du CM revenus de Préfecture, 3 cartons de bobines audio et vidéo d'enregistrement des séances (2000-2002).","Support papier","4",33,"2006"
189,"Archives municipales d'Avignon","875W","05/05/2006","Archives publiques","Versement",NA,NA,"Secrétariat général","56 registres des arrêtés généraux et particuliers du Maire (1997-2003).","Support papier","3,45",56,"2006"
190,"Archives municipales d'Avignon","877W","16/05/2006","Archives publiques","Versement",NA,NA,"Secrétariat général","7 registres officiels des séances du CM 1999.","Support papier","0,7",7,"2006"
191,"Archives municipales d'Avignon","874W","17/05/2006","Archives publiques","Versement",NA,NA,"Financiers","132 articles de factures et de marchés (1995-2003).","Support mixte","14,3",132,"2006"
192,"Archives municipales d'Avignon","Fi","01/06/2006","Archives publiques","Don",NA,NA,"Plaques de verre","13 plaques de verre (format 13x18), en mauvais état, représentant des vues aériennes à caractère militaire.","Support mixte","0,05",13,"2006"
193,"Archives municipales d'Avignon","10AV","02/06/2006","Archives privées","Don",NA,NA,"Fonséca","47 cassettes audio des conférences de l'association pour l'année 2005-2006","Support papier","0,7",47,"2006"
194,"Archives municipales d'Avignon","879W","19/07/2006","Archives publiques","Versement",NA,NA,"Affaires générales et militaires","4 cartons de plis d'huissiers (janvier-mars 2006)","Support papier","1,2",4,"2006"
195,"Archives municipales d'Avignon","880W","25/07/2006","Archives publiques","Versement",NA,NA,"Direction générale des services techniques","16 articles (affaires suivies par le Directeur et chronos du service).","Support papier","1,6",16,"2006"
196,"Archives municipales d'Avignon","882W","20/07/2006","Archives publiques","Versement",NA,NA,"Personnel-formation","28 articles sur les formations et stages du personnel","Support mixte","0",28,"2006"
197,"Archives municipales d'Avignon","882W","20/07/2006","Archives publiques","Versement",NA,NA,"Personnel-formation","54 articles concernant les stages et formations du personnel municipal hors échantillonnage 3 et 8","Support mixte","5,6",54,"2006"
198,"Archives municipales d'Avignon","883W","20/07/2006","Archives publiques","Versement",NA,NA,"Personnel-formation","13 articles concernant les stages et formation du personnel municipal (années à conserver)","Support papier","1,3",13,"2006"
199,"Archives municipales d'Avignon","878W","20/07/2006","Archives publiques","Versement",NA,NA,"Cabinet des élus","26 articles des affaires suivies par Christian BOUILLOT, adjoint au Maire","Support papier","2,6",26,"2006"
200,"Archives municipales d'Avignon","884W","17/08/2006","Archives publiques","Versement",NA,NA,"Direction générale","2 articles du secrétariat de Jacques MONTAIGNAC (DGA chargé du Département Culture)","Support papier","0,2",2,"2006"
201,"Archives municipales d'Avignon","897W","24/08/2006","Archives publiques","Versement",NA,NA,"Architecture patrimoine historique","Enquête Melissinos (1983-1985) : 12 volumes de diagnostic de façades et 4 dossiers d'étude.","Support papier","1",16,"2006"
202,"Archives municipales d'Avignon","887W","27/11/2006","Archives publiques","Versement",NA,NA,"Direction administrative des services techniques","Dossiers administratifs des services techniques : instructions, délibérations et marchés","Support papier","7",70,"2006"
