"ID","nomArch","coteArch","dateEntree","statutJur","modeEntree","servProd","typeProd","activiteProd","descContenu","natureSupport","mlEntree","nbreArt"
3000,"Archives municipales de St Etienne","M","09/04/1974",NA,"Versement",NA,NA,"CONSTRUCTION D'UN GYMNASE A LA TERRASSE ""LES CHAMPS""","CONSTRUCTION D'UN GYMNASE A LA TERRASSE ""LES CHAMPS""","Support papier","0,30",1
3001,"Archives municipales de St Etienne","M","09/04/1974",NA,"Versement",NA,NA,"CONSTRUCTION D'UN GYMNASE A LA TERRASSE ""LES CHAMPS""","CONSTRUCTION D'UN GYMNASE A LA TERRASSE ""LES CHAMPS""","Support papier","0,03",1
3002,"Archives municipales de St Etienne","M","09/04/1974",NA,"Versement",NA,NA,"CONSTRUCTION D'UN GYMNASE A LA TERRASSE ""LES CHAMPS""","CONSTRUCTION D'UN GYMNASE A LA TERRASSE ""LES CHAMPS""","Support papier","0,03",1
3003,"Archives municipales de St Etienne","M","09/04/1974",NA,"Versement",NA,NA,"CONSTRUCTION D'UN GYMNASE A LA TERRASSE ""LES CHAMPS""","CONSTRUCTION D'UN GYMNASE A LA TERRASSE ""LES CHAMPS""","Support papier","0,03",1
3004,"Archives municipales de St Etienne","M","09/04/1974",NA,"Versement",NA,NA,"CONSTRUCTION D'UN GYMNASE A LA TERRASSE ""LES CHAMPS""","CONSTRUCTION D'UN GYMNASE A LA TERRASSE ""LES CHAMPS""","Support papier","0,03",1
3005,"Archives municipales de St Etienne","M","09/04/1974",NA,"Versement",NA,NA,"STADE GEOFFROY GUICHARD","STADE GEOFFROY GUICHARD","Support papier","0,00",1
3006,"Archives municipales de St Etienne","M","09/04/1974",NA,"Versement",NA,NA,"STADE GEOFFROY GUICHARD","STADE GEOFFROY GUICHARD","Support papier","0,00",1
3007,"Archives municipales de St Etienne","M","09/04/1974",NA,"Versement",NA,NA,"STADE GEOFFROY GUICHARD","STADE GEOFFROY GUICHARD","Support papier","0,00",1
3008,"Archives municipales de St Etienne","M","09/04/1974",NA,"Versement",NA,NA,"STADE GEOFFROY GUICHARD","STADE GEOFFROY GUICHARD","Support papier","0,00",1
3009,"Archives municipales de St Etienne","M","09/04/1974",NA,"Versement",NA,NA,"STADE GEOFFROY GUICHARD","STADE GEOFFROY GUICHARD","Support papier","0,00",1
3296,"Archives municipales de St Etienne",NA,"14/07/1975",NA,"Versement",NA,NA,"INSCRIPTIONS AU REGISTRE DU COMMERCE","INSCRIPTIONS AU REGISTRE DU COMMERCE","Support papier","0,45",4
3334,"Archives municipales de St Etienne","M","23/10/1975",NA,"Versement",NA,NA,"GROUPE SCOLAIRE DE LA TERRASSE","GROUPE SCOLAIRE DE LA TERRASSE","Support papier","0,62",5
3335,"Archives municipales de St Etienne","M","24/10/1975",NA,"Versement",NA,NA,"GROUPE SCOLAIRE DE LA METARE NORD-EST","GROUPE SCOLAIRE DE LA METARE NORD-EST","Support papier","0,42",16
3336,"Archives municipales de St Etienne","W","01/10/1975","Archives publiques","Versement",NA,NA,"DOSSIERS DU SECRETAIRE GENERAL","DOSSIERS DU SECRETAIRE GENERAL","Support papier","8,80",142
3340,"Archives municipales de St Etienne","W","12/02/1976",NA,"Versement",NA,NA,"FACTURES CRECHE DES URSULES LA SOURCE BEAULIEU IV JEAN MACE
BUREAU DES AFFAIRES SOCIALES : FACTURES","FACTURES CRECHE DES URSULES LA SOURCE BEAULIEU IV JEAN MACE
BUREAU DES AFFAIRES SOCIALES : FACTURES","Support papier","0,26",2
3341,"Archives municipales de St Etienne","G","19/02/1976",NA,"Versement",NA,NA,"REGISTRE MOBILIERE ET PATENTES","REGISTRE MOBILIERE ET PATENTES","Support papier","0,00",16
3346,"Archives municipales de St Etienne","W","09/03/1976",NA,"Versement",NA,NA,"REGISTRE OBJETS TROUVES.NOTES DE SERVICE.CORRESPONDANCE DES ENQUETES","REGISTRE OBJETS TROUVES.NOTES DE SERVICE.CORRESPONDANCE DES ENQUETES","Support papier","0,90",9
3347,"Archives municipales de St Etienne",NA,"12/03/1976",NA,"Versement",NA,NA,"REGISTRES FONCIERS ET PERCEPTION","REGISTRES FONCIERS ET PERCEPTION","Support papier","0,00",0
3348,"Archives municipales de St Etienne","K","01/04/1976",NA,"Versement",NA,NA,"ELECTIONS CANTONALES","ELECTIONS CANTONALES","Support papier","0,00",0
3354,"Archives municipales de St Etienne","N","21/04/1976",NA,"Versement",NA,NA,"CONCESSIONS DE TERRAINS","CONCESSIONS DE TERRAINS","Support papier","0,00",3
3360,"Archives municipales de St Etienne","K","25/05/1976",NA,"Versement",NA,NA,"Organisation des élections","Organisation des élections","Support papier","0,00",10
3361,"Archives municipales de St Etienne",NA,"28/05/1976",NA,"Versement",NA,NA,"CAHIERS D' ENREGISTREMENT","CAHIERS D' ENREGISTREMENT","Support papier","0,50",23
3362,"Archives municipales de St Etienne","M","03/06/1976",NA,"Versement",NA,NA,"1 à 6 STAND DE GROUCHY
1 à 5 HALLE DES SPORTS COMMUNES AUX GROUPES SCOLAIRES METARE NORD-EST ET METARE SUD-EST
1 à 10 TRAVAUX D'ARCHITECTURE DANS LES BATIMENTS COMMUNAUX POUR LA PERIODE DU 1 AVRIL 1972 AU 31 DECEMBRE 1974","1 à 6 STAND DE GROUCHY
1 à 5 HALLE DES SPORTS COMMUNES AUX GROUPES SCOLAIRES METARE NORD-EST ET METARE SUD-EST
1 à 10 TRAVAUX D'ARCHITECTURE DANS LES BATIMENTS COMMUNAUX POUR LA PERIODE DU 1 AVRIL 1972 AU 31 DECEMBRE 1974","Support papier","0,00",21
3363,"Archives municipales de St Etienne",NA,"03/06/1975",NA,"Versement",NA,NA,"HALLE DE SPORT COMMUNE - TRAVAUX D' ARCHITECTURE DANS LES BATIMENTS COMMUNAUX - STAND DE TIR DE GROUCHY / DOSSIERS CORRESPONDANCES DIVERSES -","HALLE DE SPORT COMMUNE - TRAVAUX D' ARCHITECTURE DANS LES BATIMENTS COMMUNAUX - STAND DE TIR DE GROUCHY / DOSSIERS CORRESPONDANCES DIVERSES -","Support papier","0,00",36
3364,"Archives municipales de St Etienne","W","15/06/1976",NA,"Versement",NA,NA,"BUDGET - PERSONNEL -COMPTABILITE","BUDGET - PERSONNEL -COMPTABILITE","Support papier","1,05",4
3365,"Archives municipales de St Etienne",NA,"10/06/1976",NA,"Versement",NA,NA,"CONSTRUTION DE LA CASERNE DES SAPEURS POMPIERS DE BEAULIEU-LA METARE","CONSTRUTION DE LA CASERNE DES SAPEURS POMPIERS DE BEAULIEU-LA METARE","Support papier","0,00",23
3366,"Archives municipales de St Etienne","M","18/06/1976",NA,"Versement",NA,NA,"CONSTRUCTION DU GROUPE SCOLAIRE 2A DE LA ZUP DE MONTREYNAUD","CONSTRUCTION DU GROUPE SCOLAIRE 2A DE LA ZUP DE MONTREYNAUD","Support papier","0,00",12
3368,"Archives municipales de St Etienne",NA,"21/06/1976",NA,"Versement",NA,NA,"TABLEAUX DES EFFECTIFS","TABLEAUX DES EFFECTIFS","Support papier","0,30",3
3369,"Archives municipales de St Etienne","M","16/06/1976",NA,"Versement",NA,NA,"CONSTRUCTION DU GROUPE SCOLAIRE N°3 DE LA ZUP DE MONTREYNAUD","CONSTRUCTION DU GROUPE SCOLAIRE N°3 DE LA ZUP DE MONTREYNAUD","Support papier","0,00",11
3372,"Archives municipales de St Etienne","M","16/07/1976",NA,"Versement",NA,NA,"CONSTRUCTION DU GROUPE SCOLAIRE N° 1B DE LA ZUP DE MONTREYNAUD","CONSTRUCTION DU GROUPE SCOLAIRE N° 1B DE LA ZUP DE MONTREYNAUD","Support papier","0,00",5
3373,"Archives municipales de St Etienne","M","16/07/1976",NA,"Versement",NA,NA,"CONSTRUCTION DU GROUPE SCOLAIRE 2B DE LA ZUP DE MONTREYNAUD","CONSTRUCTION DU GROUPE SCOLAIRE 2B DE LA ZUP DE MONTREYNAUD","Support papier","0,00",6
3376,"Archives municipales de St Etienne","C","29/07/1976",NA,"Versement",NA,NA,"RAPPORTS MENSUELS DU BUREAU D' HYGIENE","RAPPORTS MENSUELS DU BUREAU D' HYGIENE","Support papier","0,00",4
3379,"Archives municipales de St Etienne","W","03/08/1976",NA,"Versement",NA,NA,"Ecole nationale supérieure des mines, fondation des industries minières","Ecole nationale supérieure des mines, fondation des industries minières","Support papier","0,15",1
3383,"Archives municipales de St Etienne","D","11/08/1976",NA,"Versement",NA,NA,"DELIBERATIONS DU CONSEIL MUNICIPAL","DELIBERATIONS DU CONSEIL MUNICIPAL","Support papier","0,00",15
3384,"Archives municipales de St Etienne","D","11/08/1976",NA,"Versement",NA,NA,"DELIBERATIONS DU CONSEIL MUNICIPAL - ACTES NOTARIES (voir 1 N)","DELIBERATIONS DU CONSEIL MUNICIPAL - ACTES NOTARIES (voir 1 N)","Support papier","0,00",14
3386,"Archives municipales de St Etienne","M","10/08/1976",NA,"Versement",NA,NA,"AMENAGEMENT DE L'UNITE PEDAGOGIQUE D'ARCHITECTURE","AMENAGEMENT DE L'UNITE PEDAGOGIQUE D'ARCHITECTURE","Support papier","0,00",9
3387,"Archives municipales de St Etienne","M","18/08/1976",NA,"Versement",NA,NA,"CENTRE TECHNIQUE MUNICIPAL","CENTRE TECHNIQUE MUNICIPAL","Support papier","0,00",4
3390,"Archives municipales de St Etienne",NA,"03/09/1976",NA,"Versement",NA,NA,"COMBUSTIBLES ECLAIRAGE GAZ ET ELECTRICITE
CONSTRUCTION SALLE D' EXPOSITIONS ET D' AUDITIONS
REGLEMENTS DE VOIRIES
PLANS : GS METARE S.E. ET PISCINE DE ST ETIENNE
HALTE GARDERIE DES URSULES PLANS ET CONCOURS DE CHAUFFAGE
CIMETIERE COTE CHAUDE
PARC MUNICIPAL DES SPORTS VILLEBOEUF
VOIERIE
PERSONNEL
ASSAINISSEMENT 
CONTENTIEUX
ABATOIRS CHAMBON
EQUIPEMENTS SPORTIFS
SERVICES MUNICIPAUX HYGIENE
DOCUMENTS COMPTABLES
COMMERCE","COMBUSTIBLES ECLAIRAGE GAZ ET ELECTRICITE
CONSTRUCTION SALLE D' EXPOSITIONS ET D' AUDITIONS
REGLEMENTS DE VOIRIES
PLANS : GS METARE S.E. ET PISCINE DE ST ETIENNE
HALTE GARDERIE DES URSULES PLANS ET CONCOURS DE CHAUFFAGE
CIMETIERE COTE CHAUDE
PARC MUNICIPAL DES SPORTS VILLEBOEUF
VOIERIE
PERSONNEL
ASSAINISSEMENT 
CONTENTIEUX
ABATOIRS CHAMBON
EQUIPEMENTS SPORTIFS
SERVICES MUNICIPAUX HYGIENE
DOCUMENTS COMPTABLES
COMMERCE","Support papier","5,20",215
3391,"Archives municipales de St Etienne","M","13/09/1976",NA,"Versement",NA,NA,"RECONSTRUCTION DU CLOCHER DE LA GRAND'EGLISE","RECONSTRUCTION DU CLOCHER DE LA GRAND'EGLISE","Support papier","0,00",5
3395,"Archives municipales de St Etienne","N","31/08/1976",NA,"Versement",NA,NA,"ACTES NOTARIES","ACTES NOTARIES","Support papier","0,00",47
3401,"Archives municipales de St Etienne","W","29/09/1976",NA,"Versement",NA,NA,"ACTES NOTARIES INCLUS DANS DES DOSSIERS DU CM:lotissement de la Metare","ACTES NOTARIES INCLUS DANS DES DOSSIERS DU CM:lotissement de la Metare","Support papier","0,65",27
3402,"Archives municipales de St Etienne","M","30/09/1976",NA,"Versement",NA,NA,"CONSTRUCTION DU LYCEE TECHNIQUE DE LA METARE","CONSTRUCTION DU LYCEE TECHNIQUE DE LA METARE","Support papier","0,00",27
3403,"Archives municipales de St Etienne","G","08/10/1976",NA,"Versement",NA,NA,"COPIE DE LA MATRICE ANNEE 1975 - TAXE FONCIERE SUR LES PROPRIETES BATIES ET NON BATIES","COPIE DE LA MATRICE ANNEE 1975 - TAXE FONCIERE SUR LES PROPRIETES BATIES ET NON BATIES","Support papier","0,00",9
3407,"Archives municipales de St Etienne","W","18/10/1976",NA,"Versement",NA,NA,"dossiers du CM:Boulevard industriel","dossiers du CM:Boulevard industriel","Support papier","0,40",5
3409,"Archives municipales de St Etienne","N","20/10/1976",NA,"Versement",NA,NA,"SERVICE INHUMATION - CIMETIERES - CONCESSIONS DE TERRAIN","SERVICE INHUMATION - CIMETIERES - CONCESSIONS DE TERRAIN","Support papier","0,00",3
3410,"Archives municipales de St Etienne",NA,"28/10/1976",NA,"Versement",NA,NA,"DOSSIERS PERSONNEL","DOSSIERS PERSONNEL","Support papier","0,00",29
3411,"Archives municipales de St Etienne",NA,"28/10/1976",NA,"Versement",NA,NA,"DOSSIERS DE PERSONNEL","DOSSIERS DE PERSONNEL","Support papier","0,00",14
3412,"Archives municipales de St Etienne","K","29/10/1976",NA,"Versement",NA,NA,"LISTES ELECTORALES RELIEES","LISTES ELECTORALES RELIEES","Support papier","0,00",17
3413,"Archives municipales de St Etienne","Q","02/11/1976",NA,"Versement",NA,NA,"DOSSIERS DE RETRAITES","DOSSIERS DE RETRAITES","Support papier","0,00",9
3414,"Archives municipales de St Etienne","N","10/11/1976",NA,"Versement",NA,NA,"ACTES NOTARIES","ACTES NOTARIES","Support papier","0,00",0
3415,"Archives municipales de St Etienne","D","19/11/1976",NA,"Versement",NA,NA,"REGISTRES DE LA CORRESPONDANCE
FICHIER DES CORRESPONDANTS
COMMISSION DE LA VOIRIE : REGISTRE DES DECISIONS
VOIERIE EAUX ET ECLAIRAGE CAHIER DES CHARGES GENERALES 
PLACE JEAN JAURES : PROJET DE TRANSFORMATION
SERVICE MUNICIPAL DES PLACES, PROMENADES, JARDINS...","REGISTRES DE LA CORRESPONDANCE
FICHIER DES CORRESPONDANTS
COMMISSION DE LA VOIRIE : REGISTRE DES DECISIONS
VOIERIE EAUX ET ECLAIRAGE CAHIER DES CHARGES GENERALES 
PLACE JEAN JAURES : PROJET DE TRANSFORMATION
SERVICE MUNICIPAL DES PLACES, PROMENADES, JARDINS...","Support papier","0,00",7
3416,"Archives municipales de St Etienne","FI","13/10/1976",NA,"Versement",NA,NA,"VELODROME DE ST ETIENNE
PLANS DU THEATRE MASSENET
THEATRE MASSENET (PLANS)
INSTALLATION DU SERVICE DE NETTOIEMENT DANS LES ANCIENS ABATTOIRS
CHATEAU DE ST PAUL EN JAREZ
ABATTOIRS AUX MOTTETIERES
INSPECTION DU TRAVAIL
VILLAGE VACANCES MUNICIPALES (CORSE)
PAVILLON D'URGENCE RUE FAUGEROLLE
PAVILLON DU TOURISME SQUARE VIOLETTE
THEATRE EN PLEIN AIR AU JARDIN DU MUSEE","VELODROME DE ST ETIENNE
PLANS DU THEATRE MASSENET
THEATRE MASSENET (PLANS)
INSTALLATION DU SERVICE DE NETTOIEMENT DANS LES ANCIENS ABATTOIRS
CHATEAU DE ST PAUL EN JAREZ
ABATTOIRS AUX MOTTETIERES
INSPECTION DU TRAVAIL
VILLAGE VACANCES MUNICIPALES (CORSE)
PAVILLON D'URGENCE RUE FAUGEROLLE
PAVILLON DU TOURISME SQUARE VIOLETTE
THEATRE EN PLEIN AIR AU JARDIN DU MUSEE","Support papier","0,00",12
3419,"Archives municipales de St Etienne","O","23/11/1976",NA,"Versement",NA,NA,"AMENAGEMENT DU PARC DE LA METARE (PARC DE L'EUROPE) (14 liasses).","AMENAGEMENT DU PARC DE LA METARE (PARC DE L'EUROPE) (14 liasses).","Support papier","0,65",4
3424,"Archives municipales de St Etienne","O","24/11/1976",NA,"Versement",NA,NA,"MODERNISATION DES INSTALLATIONS D'ECLAIRAGE PUBLIC : 10 EME TRANCHE","MODERNISATION DES INSTALLATIONS D'ECLAIRAGE PUBLIC : 10 EME TRANCHE","Support papier","0,45",6
3426,"Archives municipales de St Etienne",NA,"13/12/1976",NA,"Versement",NA,NA,"Dossiers des allocations logement des agents. Conservation de la lettre B. (1970-1975)","Dossiers des allocations logement des agents. Conservation de la lettre B. (1970-1975)","Support papier","0,00",45
3428,"Archives municipales de St Etienne",NA,"05/01/1977",NA,"Versement",NA,NA,"FICHES DE PAIE ANNEE 1976","FICHES DE PAIE ANNEE 1976","Support papier","0,00",1
3429,"Archives municipales de St Etienne",NA,"06/01/1977",NA,"Versement",NA,NA,"Correspondance, enquêtes. Documents prévus à l'élimination en 1977.","Correspondance, enquêtes. Documents prévus à l'élimination en 1977.","Support papier","0,80",6
3430,"Archives municipales de St Etienne","M","07/01/1977",NA,"Versement",NA,NA,"GYMNASE DU GROUPE SCOLAIRE DE LA PERROTIERE","GYMNASE DU GROUPE SCOLAIRE DE LA PERROTIERE","Support papier","0,15",6
3433,"Archives municipales de St Etienne","G","12/01/1977",NA,"Versement",NA,NA,"PERMIS DE CONSTRUIRE","PERMIS DE CONSTRUIRE","Support papier","0,00",31
3434,"Archives municipales de St Etienne","M","12/01/1977",NA,"Versement",NA,NA,"GROUPE SCOLAIRE NO 1A DE LA ZUP DE MONTREYNAUD","GROUPE SCOLAIRE NO 1A DE LA ZUP DE MONTREYNAUD","Support papier","0,90",12
3435,"Archives municipales de St Etienne","M","12/01/1977",NA,"Versement",NA,NA,"CONSTRUCTION DU GROUPE SCOLAIRE DE TARDY-MONTFERRE","CONSTRUCTION DU GROUPE SCOLAIRE DE TARDY-MONTFERRE","Support papier","0,60",13
3436,"Archives municipales de St Etienne","M","12/01/1977",NA,"Versement",NA,NA,"CONSTRUCTON DU GROUPE SCOLAIRE DU BOIS D'AVAIZE","CONSTRUCTON DU GROUPE SCOLAIRE DU BOIS D'AVAIZE","Support papier","0,75",18
3438,"Archives municipales de St Etienne","W","19/01/1977",NA,"Versement",NA,NA,"COMPTABILITE","COMPTABILITE","Support papier","0,00",42
3446,"Archives municipales de St Etienne","M","10/02/1977",NA,"Versement",NA,NA,"CENTRE OMNISPORT DE LA PLAINE ACHILLE","CENTRE OMNISPORT DE LA PLAINE ACHILLE","Support papier","1,20",23
3447,"Archives municipales de St Etienne",NA,"14/02/1977",NA,"Versement",NA,NA,"Demande d'autorisation de vendre sur les marchès ; autorisation de vendre sur les marchès sans suite, refusées ou retirèes ; fêtes foraines ; registres de correspondance ; occupation des places; budget ; attestations d'assurances. A TRIER.","Demande d'autorisation de vendre sur les marchès ; autorisation de vendre sur les marchès sans suite, refusées ou retirèes ; fêtes foraines ; registres de correspondance ; occupation des places; budget ; attestations d'assurances. A TRIER.","Support papier","0,00",9
3449,"Archives municipales de St Etienne","F","15/02/1977",NA,"Versement",NA,NA,"BOURSE DU TRAVAIL","BOURSE DU TRAVAIL","Support papier","0,00",5
3455,"Archives municipales de St Etienne","M","16/02/1977",NA,"Versement",NA,NA,"CONSTRUCTION DE LA PISCINE DE LA MARANDINIERE","CONSTRUCTION DE LA PISCINE DE LA MARANDINIERE","Support mixte","0,15",6
3458,"Archives municipales de St Etienne","W","04/03/1977",NA,"Versement",NA,NA,"DEPENSES","DEPENSES","Support papier","0,00",41
3459,"Archives municipales de St Etienne","W","07/03/1977",NA,"Versement",NA,NA,"PAYES","PAYES","Support papier","3,00",12
3460,"Archives municipales de St Etienne",NA,"10/03/1977",NA,"Versement",NA,NA,"ENQUETE SUR LES CLUBS DE JEUNES","ENQUETE SUR LES CLUBS DE JEUNES","Support papier","0,15",1
3461,"Archives municipales de St Etienne",NA,"01/11/1976",NA,"Versement",NA,NA,"Demandes d'allocations en faveur des familles de miliaires (1939-1950)","Demandes d'allocations en faveur des familles de miliaires (1939-1950)","Support papier","21,00",13
3470,"Archives municipales de St Etienne",NA,"15/03/1977",NA,"Versement",NA,NA,"ETAT PAIE
SITUATION DES RECETTES ET DEPENSES
LIVRE DES MOUVEMENTS","ETAT PAIE
SITUATION DES RECETTES ET DEPENSES
LIVRE DES MOUVEMENTS","Support papier","0,00",89
3471,"Archives municipales de St Etienne","W","21/03/1977","Archives publiques","Versement",NA,NA,"Archives de Claude Faure, 10ème adjoint au maire de 1971 à 1977.
Documents de travail, documentation et correspondance concernant l'urbanisme","Archives de Claude Faure, 10ème adjoint au maire de 1971 à 1977.
Documents de travail, documentation et correspondance concernant l'urbanisme","Support papier","2,00",37
3471,"Archives municipales de St Etienne","W","21/03/1977","Archives publiques","Versement",NA,NA,"Archives de Claude Faure, 10ème adjoint au maire de 1971 à 1977.
Documents de travail, documentation et correspondance concernant l'urbanisme","Archives de Claude Faure, 10ème adjoint au maire de 1971 à 1977.
Documents de travail, documentation et correspondance concernant l'urbanisme","Support papier","2,00",37
3472,"Archives municipales de St Etienne","W","21/03/1977","Archives publiques","Versement",NA,NA,"Archives de Michel Durafour. Travaux de sénateur, de député, de conseiller général et régional. Dossiers de ces deux mandatures de maire de Saint-Etienne (1965-1971 et 1971-1977). Documents de travail, documentation parlementaire et générale, coupures de presse, correspondance.","Archives de Michel Durafour. Travaux de sénateur, de député, de conseiller général et régional. Dossiers de ces deux mandatures de maire de Saint-Etienne (1965-1971 et 1971-1977). Documents de travail, documentation parlementaire et générale, coupures de presse, correspondance.","Support papier","14,10",102
3473,"Archives municipales de St Etienne","W","21/03/1977","Archives publiques","Versement",NA,NA,"Archives de Jean Paturel.
Documents de travail, documentation, études et correspondance concernant les services municipaux, l'administration générale de la ville et la vie politique.","Archives de Jean Paturel.
Documents de travail, documentation, études et correspondance concernant les services municipaux, l'administration générale de la ville et la vie politique.","Support papier","0,37",14
3474,"Archives municipales de St Etienne","W","21/03/1977","Archives publiques","Versement",NA,NA,"Archives de François Dubanchet, 1er adjoint au maire de 1971 à 1977
Documents de travail, rapports, documentation et correspondance concernant l'administration générale, l'urbanisme, les travaux, les affaires culturelle et l'activité politique.","Archives de François Dubanchet, 1er adjoint au maire de 1971 à 1977
Documents de travail, rapports, documentation et correspondance concernant l'administration générale, l'urbanisme, les travaux, les affaires culturelle et l'activité politique.","Support papier","4,30",75
3475,"Archives municipales de St Etienne","W","21/03/1977","Archives publiques","Versement",NA,NA,"Archives d'Eric Brenner, conseiller municipal délégué de 1971 à 1977.
Documents de travail, rapports et correspondance concernant l'urbanisme et les affaires culturelles et sportives.","Archives d'Eric Brenner, conseiller municipal délégué de 1971 à 1977.
Documents de travail, rapports et correspondance concernant l'urbanisme et les affaires culturelles et sportives.","Support papier","1,60",17
3476,"Archives municipales de St Etienne","W","21/03/1977",NA,"Versement",NA,NA,"Archives de Justin Camps, 2ème adjoint au maire de 1971 à 1977.
Dossiers concernant les finances, l'état civil et la vie politique.
Archives d'Adrien Brunon, 6ème adjoint au maire de 1971 à 1977.
Dossiers portant sur les contributions et les affaires funancières.
Archives d'Odette Piat, conseillère municipale déléguée de 1971 à 1977.
Dossiers concernant les affaires sociales.
Archives de François Mathieu, conseiller municipal délégué de 1971 à 1977.
Documents politiques et personnels.
Conseiller municipal délégué au service des eaux, de l'éclairages, du téléphone et des forêts auprès de M. Faure.","Archives de Justin Camps, 2ème adjoint au maire de 1971 à 1977.
Dossiers concernant les finances, l'état civil et la vie politique.
Archives d'Adrien Brunon, 6ème adjoint au maire de 1971 à 1977.
Dossiers portant sur les contributions et les affaires funancières.
Archives d'Odette Piat, conseillère municipale déléguée de 1971 à 1977.
Dossiers concernant les affaires sociales.
Archives de François Mathieu, conseiller municipal délégué de 1971 à 1977.
Documents politiques et personnels.
Conseiller municipal délégué au service des eaux, de l'éclairages, du téléphone et des forêts auprès de M. Faure.","Support papier","0,26",7
3477,"Archives municipales de St Etienne","W","21/03/1977","Archives publiques","Versement",NA,NA,"Jean Meunier.
Conseiller municipal délégué à l'enseignement supérieur, à la jeunesse, aux affaires culturelles, à l'Ecole nationale de musique, à l'Ecole régionale des beaux-arts, au Musée et à la Bibliothèque municipale auprès de M. Durafour.
","Jean Meunier.
Conseiller municipal délégué à l'enseignement supérieur, à la jeunesse, aux affaires culturelles, à l'Ecole nationale de musique, à l'Ecole régionale des beaux-arts, au Musée et à la Bibliothèque municipale auprès de M. Durafour.
","Support papier","0,10",2
3478,"Archives municipales de St Etienne",NA,"24/03/1977",NA,"Versement",NA,NA,"DOSSIER DIVERS ET DOUBLES
SUBVENTIONS","DOSSIER DIVERS ET DOUBLES
SUBVENTIONS","Support papier","1,00",6
3479,"Archives municipales de St Etienne",NA,"24/03/1977",NA,"Versement",NA,NA,"CENTRE DE BEAULIEU MONCHOVET ( CENTRE DE P.M.I. - HALTE GARDERIE )","CENTRE DE BEAULIEU MONCHOVET ( CENTRE DE P.M.I. - HALTE GARDERIE )","Support papier","0,60",15
3480,"Archives municipales de St Etienne","W","25/03/1977","Archives publiques","Versement",NA,NA,"Cabinet de Victorin Delauzun.
4ème adjoint chargé de l'enseignement public, des cantines scolaires, des colonies de vacances, de la cinémathèque, des oeuvres postscolaires, de la Bourse du travail, des syndicats et des rapports avec les rapatriés d'Outre-mer.","Cabinet de Victorin Delauzun.
4ème adjoint chargé de l'enseignement public, des cantines scolaires, des colonies de vacances, de la cinémathèque, des oeuvres postscolaires, de la Bourse du travail, des syndicats et des rapports avec les rapatriés d'Outre-mer.","Support papier","0,30",9
3481,"Archives municipales de St Etienne",NA,"31/03/1977",NA,"Versement",NA,NA,"FICHES DE PAIES","FICHES DE PAIES","Support papier","0,00",2
3489,"Archives municipales de St Etienne",NA,"04/04/1977",NA,"Versement",NA,NA,"VENTES","VENTES","Support papier","0,00",23
3490,"Archives municipales de St Etienne",NA,"06/04/1977",NA,"Versement",NA,NA,"DIVERS PLANS : MEONS TERRAIN DE SPORT - NOMADES - DECHARGE","DIVERS PLANS : MEONS TERRAIN DE SPORT - NOMADES - DECHARGE","Support papier","0,00",9
3500,"Archives municipales de St Etienne","W","21/04/1977","Archives publiques","Versement",NA,NA,"Fiches individuelles des employés des écoles pour la rémunération.","Fiches individuelles des employés des écoles pour la rémunération.","Support papier","0,80",6
3501,"Archives municipales de St Etienne",NA,"26/04/1977",NA,"Versement",NA,NA,"SERVICE INHUMATION-CIMETIERES CONCESSION DE TERRAIN","SERVICE INHUMATION-CIMETIERES CONCESSION DE TERRAIN","Support papier","0,00",2
3508,"Archives municipales de St Etienne","W","25/01/1977","Archives publiques","Versement",NA,NA,"Registres des sorties de véhicule (1972-1975) et de personnel (1973-1975), registre des activités sportives (1973-1975), répertoire des ERP (1963-1966, registres des établissements rayés des contrôles, correspondance 1972, listes des prescriptions type, compte rendu de visite 1956, plans de batiments","Registres des sorties de véhicule (1972-1975) et de personnel (1973-1975), registre des activités sportives (1973-1975), répertoire des ERP (1963-1966, registres des établissements rayés des contrôles, correspondance 1972, listes des prescriptions type, compte rendu de visite 1956, plans de batiments","Support papier","1,30",10
3509,"Archives municipales de St Etienne",NA,"11/05/1977",NA,"Versement",NA,NA,"SITUATIONS 1976","SITUATIONS 1976","Support papier","0,00",1
3510,"Archives municipales de St Etienne",NA,"11/05/1977",NA,"Versement",NA,NA,"Documents comptables du lycée municipal Le Mont.","Documents comptables du lycée municipal Le Mont.","Support papier","0,15",1
3512,"Archives municipales de St Etienne",NA,"17/05/1977",NA,"Versement",NA,NA,"FONDS COMMUNAL DE CHOMAGE : FICHIER DES CHOMEURS
CHOMAGE : INSTRUCTIONS ET CORRESPONDANCES - STATISTIQUES HEBDOMADAIRES - ETAT DES ALLOCATIONS VERSEES","FONDS COMMUNAL DE CHOMAGE : FICHIER DES CHOMEURS
CHOMAGE : INSTRUCTIONS ET CORRESPONDANCES - STATISTIQUES HEBDOMADAIRES - ETAT DES ALLOCATIONS VERSEES","Support papier","0,00",110
