"ID","nomArch","coteArch","dateEntree","statutJur","modeEntree","servProd","typeProd","activiteProd","descContenu","natureSupport","mlEntree","nbreArt"
5939,"Archives municipales de St Etienne","E","08/02/2000",NA,"Versement",NA,NA,"Registres de décès, mariages et naissances. Courrier notaires et particuliers.","Registres de décès, mariages et naissances. Courrier notaires et particuliers.","Support papier","9,00",58
5939,"Archives municipales de St Etienne","E","08/02/2000",NA,"Versement",NA,NA,"Registres de décès, mariages et naissances. Courrier notaires et particuliers.","Registres de décès, mariages et naissances. Courrier notaires et particuliers.","Support papier","9,00",58
5940,"Archives municipales de St Etienne",NA,"08/02/2000",NA,"Versement",NA,NA,"Aides aux familles pour les vacances, remboursements d'eau, abonnements culturels, bourses d'enseignement supérieur, arbre de Noêl.","Aides aux familles pour les vacances, remboursements d'eau, abonnements culturels, bourses d'enseignement supérieur, arbre de Noêl.","Support papier","4,80",33
5941,"Archives municipales de St Etienne","W","07/03/2000","Archives publiques","Versement",NA,NA,"Conseil d'administration, courriers.","Conseil d'administration, courriers.","Support électronique","1,80",18
5942,"Archives municipales de St Etienne","W","20/03/2000","Archives publiques","Versement",NA,NA,"Budgets, factures, paiement des aides.","Budgets, factures, paiement des aides.","Support papier","2,90",21
5943,"Archives municipales de St Etienne",NA,"07/03/2000",NA,"Versement",NA,NA,"Subventions, factures, décisions modificatives (1994-1997).","Subventions, factures, décisions modificatives (1994-1997).","Support papier","1,20",10
5944,"Archives municipales de St Etienne","W","22/02/2000",NA,"Versement",NA,NA,"Mandats et titres, bordereaux de dépenses et de recettes.","Mandats et titres, bordereaux de dépenses et de recettes.","Support papier","34,00",225
5945,"Archives municipales de St Etienne","W","15/02/2000",NA,"Versement",NA,NA,"Résultats d'analyses.","Résultats d'analyses.","Support papier","6,60",57
5946,"Archives municipales de St Etienne",NA,"08/03/2000",NA,"Versement",NA,NA,"Livres de dépenses et de recettes, factures.","Livres de dépenses et de recettes, factures.","Support papier","2,40",6
5947,"Archives municipales de St Etienne","W","13/11/2000",NA,"Versement",NA,NA,"Plans de bâtiments communaux (1971-1997).","Plans de bâtiments communaux (1971-1997).","Support papier","0,30",2
5948,"Archives municipales de St Etienne","W","02/03/2000",NA,"Versement",NA,NA,"Registre des fêtes foraines, demandes d'emplacements pour les halles municipales, les cirques, les forains, tarifs de la régie.","Registre des fêtes foraines, demandes d'emplacements pour les halles municipales, les cirques, les forains, tarifs de la régie.","Support mixte","1,70",13
5949,"Archives municipales de St Etienne","W","02/03/2000",NA,"Versement",NA,NA,"Association des maires de l'arrondissement de Saint-Etienne : comptes-rendus des conseils d'administration et des réunions de bureau.","Association des maires de l'arrondissement de Saint-Etienne : comptes-rendus des conseils d'administration et des réunions de bureau.","Support papier","0,15",1
5950,"Archives municipales de St Etienne","W","08/02/2000",NA,"Versement",NA,NA,"Courriers, enquêtes, statistiques, formation.","Courriers, enquêtes, statistiques, formation.","Support papier","2,20",12
5951,"Archives municipales de St Etienne","W","21/03/2000",NA,"Versement",NA,NA,"Dossiers individuels de carrière et de liquidation de la pension de retraite.","Dossiers individuels de carrière et de liquidation de la pension de retraite.","Support papier","3,60",27
5952,"Archives municipales de St Etienne",NA,"25/05/2000",NA,"Don",NA,NA,"Documents de M.Estienne concernant son engagement associatif et le quartier de La Métare (1965-1999).","Documents de M.Estienne concernant son engagement associatif et le quartier de La Métare (1965-1999).","Support papier","0,60",24
5953,"Archives municipales de St Etienne",NA,"30/03/2000",NA,"Don",NA,NA,"Cahiers de cours du lycée de filles 1ère et terminale.","Cahiers de cours du lycée de filles 1ère et terminale.","Support papier","0,20",1
5954,"Archives municipales de St Etienne",NA,"01/06/2000",NA,"Versement",NA,NA,"Régie de recettes des musées (Musée d'art moderne). (1993-1999)","Régie de recettes des musées (Musée d'art moderne). (1993-1999)","Support papier","4,20",28
5955,"Archives municipales de St Etienne","W","18/07/2000",NA,"Versement",NA,NA,"Dossiers de délibérations du Conseil Municipal de juillet 1998 à juin 1999 et dossiers concernant le service de l'eau et de l'assainissement (1992-1999).","Dossiers de délibérations du Conseil Municipal de juillet 1998 à juin 1999 et dossiers concernant le service de l'eau et de l'assainissement (1992-1999).","Support papier","15,00",92
5956,"Archives municipales de St Etienne",NA,"01/06/2000",NA,"Versement",NA,NA,"Dossiers de marchés publics et offres non-retenues.","Dossiers de marchés publics et offres non-retenues.","Support papier","8,50",34
5957,"Archives municipales de St Etienne","W","20/05/2000",NA,"Versement",NA,NA,"Etats du personnel, promotions, comptes-rendus des commissions paritaires.","Etats du personnel, promotions, comptes-rendus des commissions paritaires.","Support papier","4,55",17
5958,"Archives municipales de St Etienne","EL","28/11/2000",NA,"Versement",NA,NA,"Etats de poursuites, cotes irrécouvrables, situations budgétaires, contrats, instructions comptables.","Etats de poursuites, cotes irrécouvrables, situations budgétaires, contrats, instructions comptables.","Support papier","4,20",28
5958,"Archives municipales de St Etienne","W","28/11/2000",NA,"Versement",NA,NA,"Etats de poursuites, cotes irrécouvrables, situations budgétaires, contrats, instructions comptables.","Etats de poursuites, cotes irrécouvrables, situations budgétaires, contrats, instructions comptables.","Support papier","4,20",28
5959,"Archives municipales de St Etienne","EL","16/05/2000","Archives publiques","Versement",NA,NA,"Dossiers de vérification du recensement de la population stéphanoise sur les 13 secteurs.","Dossiers de vérification du recensement de la population stéphanoise sur les 13 secteurs.","Support papier","1,00",14
5960,"Archives municipales de St Etienne","D","01/05/2000",NA,"Versement",NA,NA,"Registres paraphés du Conseil Municipal, registres des marchés, convocations au CM.","Registres paraphés du Conseil Municipal, registres des marchés, convocations au CM.","Support papier","1,00",30
5960,"Archives municipales de St Etienne","EL","01/05/2000",NA,"Versement",NA,NA,"Registres paraphés du Conseil Municipal, registres des marchés, convocations au CM.","Registres paraphés du Conseil Municipal, registres des marchés, convocations au CM.","Support papier","1,00",30
5960,"Archives municipales de St Etienne","L","01/05/2000",NA,"Versement",NA,NA,"Registres paraphés du Conseil Municipal, registres des marchés, convocations au CM.","Registres paraphés du Conseil Municipal, registres des marchés, convocations au CM.","Support papier","1,00",30
5961,"Archives municipales de St Etienne","W","01/01/2000",NA,"Versement",NA,NA,"Permis de construire (1991-1996).","Permis de construire (1991-1996).","Support papier","4,00",28
5962,"Archives municipales de St Etienne","W","27/06/2000",NA,"Versement",NA,NA,"Déclarations de travaux 1997.","Déclarations de travaux 1997.","Support électronique","4,00",26
5963,"Archives municipales de St Etienne","W","06/02/2001",NA,"Versement",NA,NA,"Certificats d'urbanisme avec et sans division de terrain (1996-1997).","Certificats d'urbanisme avec et sans division de terrain (1996-1997).","Support papier","0,60",3
5964,"Archives municipales de St Etienne","W","28/06/2000",NA,"Versement",NA,NA,"Demandes de logements, logements remis à disposition des HLM, relogements.","Demandes de logements, logements remis à disposition des HLM, relogements.","Support papier","2,50",17
5965,"Archives municipales de St Etienne",NA,"28/06/2000",NA,"Versement",NA,NA,"Dossiers de demandes de subventions scolaires, listing.","Dossiers de demandes de subventions scolaires, listing.","Support papier","3,20",21
5966,"Archives municipales de St Etienne",NA,"24/08/2000",NA,"Versement",NA,NA,"Dossiers de marchés publics et offres non-retenues (1999-2000).","Dossiers de marchés publics et offres non-retenues (1999-2000).","Support papier","19,50",73
5967,"Archives municipales de St Etienne","W","18/07/2000",NA,"Versement",NA,NA,"Dossiers de personnels titulaires retraités ou décédés.","Dossiers de personnels titulaires retraités ou décédés.","Support électronique","1,20",9
5968,"Archives municipales de St Etienne",NA,"02/11/2000",NA,"Versement",NA,NA,"-Coupe du monde 1998 et manifestations sportives.
-Photographies :
 interventions de Jean-Michel Lionnard dans une classe de Montférré (5968 W 7 ICONO 1 à 8)
 stade de Marseille où se déroule le tirage au sort des matchs (5968 W 10 ICONO 1 à 12)
 championnat de France de cyclisme (5968 W 17 ICONO 1à 133)
 Coupe du Monde de football à Orlando en 1994 (5968 W 18 ICONO 1 à 35)
 inauguration du golf (5968 W 18 ICONO 36 et 37)
 participation d'Alain Poyet au marathon de La Muraille de Chine en 1991 (5968 W 18 ICONO 38 à 40)
 stand de l'Office Municipal des sports à la foire économique en 1980 (5968 W 18 ICONO 41 à 59).","-Coupe du monde 1998 et manifestations sportives.
-Photographies :
 interventions de Jean-Michel Lionnard dans une classe de Montférré (5968 W 7 ICONO 1 à 8)
 stade de Marseille où se déroule le tirage au sort des matchs (5968 W 10 ICONO 1 à 12)
 championnat de France de cyclisme (5968 W 17 ICONO 1à 133)
 Coupe du Monde de football à Orlando en 1994 (5968 W 18 ICONO 1 à 35)
 inauguration du golf (5968 W 18 ICONO 36 et 37)
 participation d'Alain Poyet au marathon de La Muraille de Chine en 1991 (5968 W 18 ICONO 38 à 40)
 stand de l'Office Municipal des sports à la foire économique en 1980 (5968 W 18 ICONO 41 à 59).","Support papier","3,25",24
5969,"Archives municipales de St Etienne","W","29/08/2000",NA,"Versement",NA,NA,"Travaux dans les lycées et gymnases (1990-2000).","Travaux dans les lycées et gymnases (1990-2000).","Support papier","5,00",30
5970,"Archives municipales de St Etienne","W","01/09/2000",NA,"Versement",NA,NA,"Dossiers conseil d'adjoints issus de la comptabilité des marchés (1961-1987).","Dossiers conseil d'adjoints issus de la comptabilité des marchés (1961-1987).","Support électronique","0,50",4
5971,"Archives municipales de St Etienne","FI","01/01/2000","Archives publiques","Versement",NA,NA,"Cartes postales, fonds ancien et terrier de Saint-Priest.","Cartes postales, fonds ancien et terrier de Saint-Priest.","Support papier","2,00",571
5972,"Archives municipales de St Etienne",NA,"02/10/2000",NA,"Don",NA,NA,"Assemblées générales, Conseils d'administration, personnel, courrier (1967-1995).","Assemblées générales, Conseils d'administration, personnel, courrier (1967-1995).","Support papier","0,70",4
5973,"Archives municipales de St Etienne","W","01/10/2000",NA,"Versement",NA,NA,"-Documents concernant le robot permettant de visionner des cassettes, factures, photographies.
-Photographies tirées de films d'archives (1926-1998).","-Documents concernant le robot permettant de visionner des cassettes, factures, photographies.
-Photographies tirées de films d'archives (1926-1998).","Support papier","0,30",5
5974,"Archives municipales de St Etienne",NA,"25/10/2000",NA,"Versement",NA,NA,"Certificats d'hérédité, attestations de concubinage, attestations de résidence (1994-1999).","Certificats d'hérédité, attestations de concubinage, attestations de résidence (1994-1999).","Support papier","0,80",20
5975,"Archives municipales de St Etienne","W","03/10/2000",NA,"Versement",NA,NA,"Autorisations de travaux passant en commission communale de sécurité.","Autorisations de travaux passant en commission communale de sécurité.","Support papier","4,00",17
5976,"Archives municipales de St Etienne","S","01/07/2000",NA,"Versement",NA,NA,"Buste de Marianne réalisé à l'occasion du centernaire de la Révolution avec mention ""1789-1889"" en plâtre.
Don de Georges Bory, directeur du service Personnes âgées.","Buste de Marianne réalisé à l'occasion du centernaire de la Révolution avec mention ""1789-1889"" en plâtre.
Don de Georges Bory, directeur du service Personnes âgées.","Support papier","0,30",1
5977,"Archives municipales de St Etienne","EL","24/10/2000",NA,"Versement",NA,NA,"Chasse, affaires militaires, huissiers (1987-2000).","Chasse, affaires militaires, huissiers (1987-2000).","Support papier","2,50",20
5978,"Archives municipales de St Etienne","W","23/10/2000",NA,"Versement",NA,NA,"Compte administratif et annexe (1999), budget primitif et annexe, budget supplémentaire (2000).","Compte administratif et annexe (1999), budget primitif et annexe, budget supplémentaire (2000).","Support papier","0,15",1
5979,"Archives municipales de St Etienne","W","14/11/2000",NA,"Versement",NA,NA,"Matrices de taxes professionnelles, taxes d'habitation, taxes foncières, observatoire de la taxe professionnelle (19 listings/8 boites de microfiches).","Matrices de taxes professionnelles, taxes d'habitation, taxes foncières, observatoire de la taxe professionnelle (19 listings/8 boites de microfiches).","Support papier","5,40",27
5980,"Archives municipales de St Etienne","W","14/11/2000",NA,"Versement",NA,NA,"Dossiers de presse et ouvrages sur Saint-Etienne","Dossiers de presse et ouvrages sur Saint-Etienne","Support papier","2,40",18
5981,"Archives municipales de St Etienne","W","28/11/2000",NA,"Versement",NA,NA,"Listes d'émargement : référendum, cantonales, législatives, européennes, présidentielles, municipales, cantonales partielles, législatives, régionales.","Listes d'émargement : référendum, cantonales, législatives, européennes, présidentielles, municipales, cantonales partielles, législatives, régionales.","Support papier","28,00",145
5982,"Archives municipales de St Etienne","W","01/12/2000",NA,"Versement",NA,NA,"Plans et réaménagements successifs de l'hôtel de ville (1950-1990).","Plans et réaménagements successifs de l'hôtel de ville (1950-1990).","Support électronique","1,80",8
5983,"Archives municipales de St Etienne",NA,"01/07/2000",NA,"Versement",NA,NA,"Objets et matériel collectés dans les services municipaux et concernant l'activité des services municipaux.","Objets et matériel collectés dans les services municipaux et concernant l'activité des services municipaux.","Support papier","25,00",0
5984,"Archives municipales de St Etienne",NA,"27/03/2000",NA,"Versement",NA,NA,"12 cartes postales, 1 rapport sur la situation économique de la Loire, statistiques de l'industrie minérale","12 cartes postales, 1 rapport sur la situation économique de la Loire, statistiques de l'industrie minérale","Support papier","0,10",3
5985,"Archives municipales de St Etienne",NA,"03/11/2000",NA,"Don",NA,NA,"Mémoire de 3e année de l'IEP Grenoble : ""De la grande dame à l'Espace Fauriel"".","Mémoire de 3e année de l'IEP Grenoble : ""De la grande dame à l'Espace Fauriel"".","Support papier","0,10",2
5986,"Archives municipales de St Etienne",NA,"29/12/2000",NA,"Don",NA,NA,"Répertoire numérique du sous-fonds des Nouvelles Galeries.","Répertoire numérique du sous-fonds des Nouvelles Galeries.","Support papier","0,10",2
5987,"Archives municipales de St Etienne","W","29/12/2000",NA,"Versement",NA,NA,"Versement de Berger Eliane, adjoint à l'amélioration de l'accueil.Comptes d'exploitation du département Art et Culture, documentation (1985, 1995).","Versement de Berger Eliane, adjoint à l'amélioration de l'accueil.Comptes d'exploitation du département Art et Culture, documentation (1985, 1995).","Support papier","0,10",1
5988,"Archives municipales de St Etienne",NA,"11/12/2000",NA,"Don",NA,NA,"1 carte postale et 1 journal","1 carte postale et 1 journal","Support électronique","0,10",2
5989,"Archives municipales de St Etienne",NA,"01/01/2000",NA,"Achat",NA,NA,"Papiers à en-tête de manufactures d'armes.","Papiers à en-tête de manufactures d'armes.","Support papier","0,10",0
5990,"Archives municipales de St Etienne","FI","29/12/2000","Archives privées","Don",NA,NA,"19 photographies de la guerre","19 photographies de la guerre","Support papier","0,05",19
5991,"Archives municipales de St Etienne",NA,"29/12/2000",NA,"Don",NA,NA,"21 photographies prises pendant la guerre","21 photographies prises pendant la guerre","Support papier","0,05",21
5992,"Archives municipales de St Etienne",NA,"29/12/2000",NA,"Versement",NA,NA,"Photographies aériennes de la Loire (données aux ADL) et Beaulieu en construction.","Photographies aériennes de la Loire (données aux ADL) et Beaulieu en construction.","Support papier","0,05",1
5993,"Archives municipales de St Etienne","S","29/12/2000","Archives privées","Don",NA,NA,"Documents de la famille Chartron.","Documents de la famille Chartron.","Support papier","1,00",3
5994,"Archives municipales de St Etienne","W","06/02/2001",NA,"Versement",NA,NA,"Déclarations de travaux 1998.","Déclarations de travaux 1998.","Support papier","3,50",24
5995,"Archives municipales de St Etienne","W","06/02/2001",NA,"Versement",NA,NA,"Permis de construire de 1997.","Permis de construire de 1997.","Support papier","5,40",34
5996,"Archives municipales de St Etienne",NA,"23/01/2001",NA,"Versement",NA,NA,"Dossiers médicaux et administratifs des enfants, cahiers de liaison parents-enfants, factures, 395 photographies et négatifs, affiches, travaux d'éveil (1984-2000).","Dossiers médicaux et administratifs des enfants, cahiers de liaison parents-enfants, factures, 395 photographies et négatifs, affiches, travaux d'éveil (1984-2000).","Support papier","2,70",18
5997,"Archives municipales de St Etienne",NA,"30/01/2001",NA,"Versement",NA,NA,"Offres non-retenues (2000).","Offres non-retenues (2000).","Support papier","3,00",12
5998,"Archives municipales de St Etienne",NA,"01/02/2001",NA,"Versement",NA,NA,"Factures et mandats de fournitures de bureau, produits d'entretien, vêtements de travail (1996-1999).","Factures et mandats de fournitures de bureau, produits d'entretien, vêtements de travail (1996-1999).","Support électronique","16,00",58
5999,"Archives municipales de St Etienne","W","08/02/2001",NA,"Versement",NA,NA,"Mandats et titres, bordereaux de dépenses et de recettes, fiches d'imputation budgétaire (1996-2000).","Mandats et titres, bordereaux de dépenses et de recettes, fiches d'imputation budgétaire (1996-2000).","Support papier","38,20",276
6000,"Archives municipales de St Etienne",NA,"02/02/2001",NA,"Don",NA,NA,"Rapport de stage Formation Initiale d'Application de Jean-Louis ORIOL sur l'éclairage public à Saint-Etienne (mai 2000).","Rapport de stage Formation Initiale d'Application de Jean-Louis ORIOL sur l'éclairage public à Saint-Etienne (mai 2000).","Support papier","0,05",1
6001,"Archives municipales de St Etienne",NA,"02/02/2001",NA,"Don",NA,NA,"Revues sur le football, le cyclisme et la 2nde Guerre mondiale","Revues sur le football, le cyclisme et la 2nde Guerre mondiale","Support papier","0,10",1
6002,"Archives municipales de St Etienne",NA,"27/02/2001",NA,"Versement",NA,NA,"Dossiers de marchés concernant les travaux de bâtiments (1996-2000).","Dossiers de marchés concernant les travaux de bâtiments (1996-2000).","Support papier","4,70",21
6003,"Archives municipales de St Etienne","W","07/02/2001",NA,"Versement",NA,NA,"Budget primitif et budgets annexes 2001;compte administratif et annexes 2000.","Budget primitif et budgets annexes 2001;compte administratif et annexes 2000.","Support mixte","0,15",1
6004,"Archives municipales de St Etienne",NA,"27/02/2001",NA,"Versement",NA,NA,"Budgets, recettes, subventions aux associations (1998).","Budgets, recettes, subventions aux associations (1998).","Support papier","1,00",6
6005,"Archives municipales de St Etienne","EL","27/02/2001","Archives publiques","Versement",NA,NA,"Budgets, recettes, mandats, procès-verbaux de la commission permanente","Budgets, recettes, mandats, procès-verbaux de la commission permanente","Support papier","1,90",13
6005,"Archives municipales de St Etienne","W","27/02/2001","Archives publiques","Versement",NA,NA,"Budgets, recettes, mandats, procès-verbaux de la commission permanente","Budgets, recettes, mandats, procès-verbaux de la commission permanente","Support papier","1,90",13
6006,"Archives municipales de St Etienne","W","27/02/2001","Archives publiques","Versement",NA,NA,"Plannings de l'unité Accueil, cahiers des rendez-vous","Plannings de l'unité Accueil, cahiers des rendez-vous","Support papier","0,75",6
6007,"Archives municipales de St Etienne","W","10/04/2001",NA,"Versement",NA,NA,"Dossiers de formation des agents municipaux partis et stagiaires, dossiers de stages (1997-1999)","Dossiers de formation des agents municipaux partis et stagiaires, dossiers de stages (1997-1999)","Support papier","3,00",25
6008,"Archives municipales de St Etienne",NA,"05/03/2001",NA,"Achat",NA,NA,"Cartes postales sur Saint-Etienne (1903-1904).","Cartes postales sur Saint-Etienne (1903-1904).","Support électronique","0,05",7
6009,"Archives municipales de St Etienne",NA,"08/03/2001",NA,"Don",NA,NA,"MEMOIRE DE MAITRISE : ""Etude du décor intérieur du château de la Rochedain"", sous la direction de Jean-Baptiste Minnaert, Département Arts et Sciences Humaines, Université François Rabelais de Tours (2000).","MEMOIRE DE MAITRISE : ""Etude du décor intérieur du château de la Rochedain"", sous la direction de Jean-Baptiste Minnaert, Département Arts et Sciences Humaines, Université François Rabelais de Tours (2000).","Support papier","0,05",1
6010,"Archives municipales de St Etienne","W","15/02/2001",NA,"Versement",NA,NA,"Dossiers de l'élu Laurent BOUDON aux relations internationales et au tourisme","Dossiers de l'élu Laurent BOUDON aux relations internationales et au tourisme","Support papier","2,50",17
6011,"Archives municipales de St Etienne",NA,"25/04/2001",NA,"Versement",NA,NA,"Dossiers de marchés publics et offres non-retenues (1997-2001).","Dossiers de marchés publics et offres non-retenues (1997-2001).","Support papier","13,50",59
6012,"Archives municipales de St Etienne","E","31/01/2001",NA,"Versement",NA,NA,"Registres d'état-civil de l'année 1900.","Registres d'état-civil de l'année 1900.","Support papier","0,50",5
6012,"Archives municipales de St Etienne","E","31/01/2001",NA,"Versement",NA,NA,"Registres d'état-civil de l'année 1900.","Registres d'état-civil de l'année 1900.","Support papier","0,50",5
6012,"Archives municipales de St Etienne","E","31/01/2001",NA,"Versement",NA,NA,"Registres d'état-civil de l'année 1900.","Registres d'état-civil de l'année 1900.","Support papier","0,50",5
6013,"Archives municipales de St Etienne","W","01/03/2001",NA,"Versement",NA,NA,"Brochures et plaquettes provenant des services Accueil, Presse, Communication","Brochures et plaquettes provenant des services Accueil, Presse, Communication","Support papier","3,20",21
6014,"Archives municipales de St Etienne",NA,"10/01/2001","Archives privées","Don",NA,NA,"Dossiers concernant le prix de l'eau à Saint-Etienne et Villars, et l'Amicale du personnel municipal, 37 photos de la visite du réservoir d'eau de Champagne (1990-2000).","Dossiers concernant le prix de l'eau à Saint-Etienne et Villars, et l'Amicale du personnel municipal, 37 photos de la visite du réservoir d'eau de Champagne (1990-2000).","Support papier","0,30",65
6015,"Archives municipales de St Etienne",NA,"10/02/2001",NA,"Don",NA,NA,"Dépouillement des registres de naissances, mariages, décès dans diverses communes (1624-1900).","Dépouillement des registres de naissances, mariages, décès dans diverses communes (1624-1900).","Support papier","0,15",8
6016,"Archives municipales de St Etienne","FI","01/01/2001","Archives privées","Don",NA,NA,"Négatifs concernant l'entreprise Manufrance et le bombardement du quartier Saint-François (1944).","Négatifs concernant l'entreprise Manufrance et le bombardement du quartier Saint-François (1944).","Support papier","0,05",13
6016,"Archives municipales de St Etienne","FI","01/01/2001","Archives privées","Don",NA,NA,"Négatifs concernant l'entreprise Manufrance et le bombardement du quartier Saint-François (1944).","Négatifs concernant l'entreprise Manufrance et le bombardement du quartier Saint-François (1944).","Support papier","0,05",13
6016,"Archives municipales de St Etienne","NUM","01/01/2001","Archives privées","Don",NA,NA,"Négatifs concernant l'entreprise Manufrance et le bombardement du quartier Saint-François (1944).","Négatifs concernant l'entreprise Manufrance et le bombardement du quartier Saint-François (1944).","Support papier","0,05",13
6017,"Archives municipales de St Etienne",NA,"10/04/2001",NA,"Versement",NA,NA,"Propreté : administration du service, ordures ménagères, déneigement (1946-1998).","Propreté : administration du service, ordures ménagères, déneigement (1946-1998).","Support papier","8,50",100
6018,"Archives municipales de St Etienne",NA,"01/04/2001",NA,"Versement",NA,NA,"Eclairage public : concession à la Cie électrique de la Loire, administration générale, comptabilité, travaux d'éclairage, plans de circulation, aménagement de Centre-Deux et de l'échangeur de La Terrasse (1910-1994).","Eclairage public : concession à la Cie électrique de la Loire, administration générale, comptabilité, travaux d'éclairage, plans de circulation, aménagement de Centre-Deux et de l'échangeur de La Terrasse (1910-1994).","Support papier","6,50",48
6019,"Archives municipales de St Etienne",NA,"03/04/2001",NA,"Dépôt",NA,NA,"Centre social de Monthieu-Montplaisir : administration, personnel, comptabilité, activités de l'association (1971-1993).","Centre social de Monthieu-Montplaisir : administration, personnel, comptabilité, activités de l'association (1971-1993).","Support papier","1,20",18
6020,"Archives municipales de St Etienne",NA,"22/05/2001",NA,"Don",NA,NA,"Dépouillement des registres paroissiaux (1620-1901).","Dépouillement des registres paroissiaux (1620-1901).","Support papier","0,45",27
6021,"Archives municipales de St Etienne","W","11/04/2000",NA,"Versement",NA,NA,"Listes d'émargement élections municipales et cantonales de mars 2001.","Listes d'émargement élections municipales et cantonales de mars 2001.","Support papier","3,80",27
6022,"Archives municipales de St Etienne",NA,"18/04/2001",NA,"Don",NA,NA,"Archives du syndicat de la droguerie (1953-1986).","Archives du syndicat de la droguerie (1953-1986).","Support papier","3,00",0
6023,"Archives municipales de St Etienne",NA,"19/04/2001",NA,"Don",NA,NA,"Mémoire de maîtrise d'Histoire contemporaine, année universitaire 1992-1993 sous la direction de Melle Luirard, Université Jean Monnet, Faculté d'histoire.
La Résistance F.T.P. de la Loire 1942-août 1944.","Mémoire de maîtrise d'Histoire contemporaine, année universitaire 1992-1993 sous la direction de Melle Luirard, Université Jean Monnet, Faculté d'histoire.
La Résistance F.T.P. de la Loire 1942-août 1944.","Support papier","0,05",1
6024,"Archives municipales de St Etienne",NA,"19/04/2001",NA,"Don",NA,NA,"Mémoire de maîtrise de Karine CHAMPALEY sous la direction de Jacqueline Bayon, année universiatire 1998-1999, université Jean Monnet, faculté des Lettres, Langues et Sciences Humaines : l'enseignement à Ecole des Mines de Saint-Etienne au XIXe siècle.","Mémoire de maîtrise de Karine CHAMPALEY sous la direction de Jacqueline Bayon, année universiatire 1998-1999, université Jean Monnet, faculté des Lettres, Langues et Sciences Humaines : l'enseignement à Ecole des Mines de Saint-Etienne au XIXe siècle.","Support papier","0,05",1
6025,"Archives municipales de St Etienne","D","09/05/2001",NA,"Versement",NA,NA,"Dossiers de délibérations du conseil municipal et registres paraphés (juillet 1999-juin 2000).
Décisions du Maire (1995-2001).
Comptes rendus du bureau des adjoints (1998-1999).
Fiches signalétiques des élus (municipalités 1989 et 1995).
Propositions de voeux por le conseil municipal (1992-1996).
Lettres d'envoi pour une réponse à une intervention (1995-1997).
Convocations (2000-2001) et certificats d'affichage (1998-2001).","Dossiers de délibérations du conseil municipal et registres paraphés (juillet 1999-juin 2000).
Décisions du Maire (1995-2001).
Comptes rendus du bureau des adjoints (1998-1999).
Fiches signalétiques des élus (municipalités 1989 et 1995).
Propositions de voeux por le conseil municipal (1992-1996).
Lettres d'envoi pour une réponse à une intervention (1995-1997).
Convocations (2000-2001) et certificats d'affichage (1998-2001).","Support papier","15,00",93
6025,"Archives municipales de St Etienne","EL","09/05/2001",NA,"Versement",NA,NA,"Dossiers de délibérations du conseil municipal et registres paraphés (juillet 1999-juin 2000).
Décisions du Maire (1995-2001).
Comptes rendus du bureau des adjoints (1998-1999).
Fiches signalétiques des élus (municipalités 1989 et 1995).
Propositions de voeux por le conseil municipal (1992-1996).
Lettres d'envoi pour une réponse à une intervention (1995-1997).
Convocations (2000-2001) et certificats d'affichage (1998-2001).","Dossiers de délibérations du conseil municipal et registres paraphés (juillet 1999-juin 2000).
Décisions du Maire (1995-2001).
Comptes rendus du bureau des adjoints (1998-1999).
Fiches signalétiques des élus (municipalités 1989 et 1995).
Propositions de voeux por le conseil municipal (1992-1996).
Lettres d'envoi pour une réponse à une intervention (1995-1997).
Convocations (2000-2001) et certificats d'affichage (1998-2001).","Support papier","15,00",93
6025,"Archives municipales de St Etienne","W","09/05/2001",NA,"Versement",NA,NA,"Dossiers de délibérations du conseil municipal et registres paraphés (juillet 1999-juin 2000).
Décisions du Maire (1995-2001).
Comptes rendus du bureau des adjoints (1998-1999).
Fiches signalétiques des élus (municipalités 1989 et 1995).
Propositions de voeux por le conseil municipal (1992-1996).
Lettres d'envoi pour une réponse à une intervention (1995-1997).
Convocations (2000-2001) et certificats d'affichage (1998-2001).","Dossiers de délibérations du conseil municipal et registres paraphés (juillet 1999-juin 2000).
Décisions du Maire (1995-2001).
Comptes rendus du bureau des adjoints (1998-1999).
Fiches signalétiques des élus (municipalités 1989 et 1995).
Propositions de voeux por le conseil municipal (1992-1996).
Lettres d'envoi pour une réponse à une intervention (1995-1997).
Convocations (2000-2001) et certificats d'affichage (1998-2001).","Support papier","15,00",93
6026,"Archives municipales de St Etienne",NA,"26/04/2001",NA,"Don",NA,NA,"MAGUIN Grégoire. - L'opinion publique à Saint-Etienne face aux Américains : dix ans d'enthousiasme et de malentendus (9 février 1940-4 avril 1949).
Mémoire de maîtrise d'histoire contemporaine, université Jean Monnet, faculté des Lettres Sciences Humaines (année 1998-1999).","MAGUIN Grégoire. - L'opinion publique à Saint-Etienne face aux Américains : dix ans d'enthousiasme et de malentendus (9 février 1940-4 avril 1949).
Mémoire de maîtrise d'histoire contemporaine, université Jean Monnet, faculté des Lettres Sciences Humaines (année 1998-1999).","Support papier","0,10",1
6027,"Archives municipales de St Etienne",NA,"22/05/2001",NA,"Don",NA,NA,"Archives du centre social de Montchovet (1970-1998).","Archives du centre social de Montchovet (1970-1998).","Support papier","10,00",0
6028,"Archives municipales de St Etienne","W","29/05/2001","Archives publiques","Versement",NA,NA,"Dossiers des anciens porteurs de repas. Factures.allocations noces d'or","Dossiers des anciens porteurs de repas. Factures.allocations noces d'or","Support mixte","7,00",42
